RT @HarleyPlays: They should have called the new Xbox... Wait for it.... NextBox. You're welcome Microsoft. #XboxReveal,,,,,,,,
RT @locust9: My takeaways from the reveal : 1) TV is where it's at 2) Dogs 3) the future is TV with Dogs #xboxreveal,,,,,,,,
RT @oscartes: #xboxreveal #xboxone #xboxilustre meanwhile\,,,,,,,,
RT @lanerobertlane: shares in sony have shot up since the start of the #xboxreveal http://t.co/s5u8xEbKon and Microsofts DOWN 1%. I think that says it all!! Well done Microsoft. Very …,,,,,,,,
For those that missed the unveiling of the Xbox One...The new console\ frantically editing all their was from #xboxreveal ?!,,,,,,,,
RT @AH_BrownMan: I have more gamerscore than they have servers. Get on my level Xbox. #XboxReveal,,,,,,,,
RT @HarleyPlays: They should have called the new Xbox... Wait for it.... NextBox. You're welcome Microsoft. #XboxReveal,,,,,,,,
Right so that's Microsoft presentation done\,,,,,,,,
Well\ looking nice #xboxreveal,,,,,,,,
RT @TacoPizzaHunter: So #XboxOne looks great and all\,,,,,,,,
Xbox might be the most innovative of a the consoles...but that won't necessarily make it the best. #XboxReveal sehen bzw besser aus. #XboxReveal,,,,,,,,
RT @dexbonus: I need a stiff drink. #xboxreveal,,,,,,,,
RT @fullofgerms: Live action Halo TV Series by Steven Spielberg?? Ok\,,,,,,,,
okay i might be an alien but most of the amazing features from the new #xboxreveal was completely foreign to me no always-on! #XboxReveal,,,,,,,,
RT @HarleyPlays: They should have called the new Xbox... Wait for it.... NextBox. You're welcome Microsoft. #XboxReveal here's a better shot... #xboxone #xboxreveal http://t.co/cJY5jwrFXS,,,,,,,,
And so ends the #xboxreveal event. Predictably we have #CallofDutyGhosts #Fifa and #Forza Everything is nice and shiny though. Spud play with\ what? Ni…,,,,,,,,
RT @XboxMexico: Esto ha sido todo de #XboxReveal. Compartiremos el siguiente capítulo de esta historia y nuestro increíble catálogo de jueg…,,,,,,,,
#XboxReveal Did anyone else catch the Comcast plug?,,,,,,,,
Agora é esperar pra ver! #XboxReveal #GetGlue http://t.co/RXpbwONCzj,,,,,,,,
The #XboxOne is gonna change entertainment! #sopumped #xboxreveal #nerdstatus,,,,,,,,
RT @kazamatsuri: Sony stock up since #xboxreveal http://t.co/TbL3mWdczr,,,,,,,,
RT @TooRacist: What's black and will steal all of your money?\,,,,,,,,
I've seen more Hype for the new Eldar codex than for this #XboxReveal,,,,,,,,
8 gbs of ram\,,,,,,,,
Hahahaha. RT @HarleyPlays: They should have called the new Xbox... Wait for it.... NextBox. You're welcome Microsoft. #XboxReveal,,,,,,,,
RT @TMBellas: Holy fuck! Graphics! Amazing! #XboxReveal,,,,,,,,
Well I better start making my impressions video for the #XboxReveal,,,,,,,,
RT @EASPORTS: BREAKING: @EASPORTS games on #XboxOne powered by all-new game engine: EA SPORTS IGNITE.   #XboxReveal http://t.co/dsYNxq9DUu I hate when they do that lol #XboxReveal,,,,,,,,
RT @htc: .@XBOX The One\,,,,,,,,
RT @gameone: Alors\,,,,,,,,
EXCLUSIVE HIGH DEF PHOTOS OF THE XBOX ONE #XBOXREVEAL http://t.co/Z3P1nJ0TUX,,,,,,,,
Donc si j'en crois ma TL\,,,,,,,,
"belom nih broh... lagi nonton live #XboxReveal :D \""@ipotisme Blom bobok kak @GalihAristo ?",,,,,,,,
RT @AH_Michael: So...dat PS4\ look forward to E3 for some actual gameplay footage! Like the stuff you actually see when you play the game #XboxReveal,,,,,,,,
so I;m pretty sure I saw @BlawnDee \ here's a better shot... #xboxone #xboxreveal http://t.co/cJY5jwrFXS,,,,,,,,
Dont let me down at E3 #PS4 Im a PS guy at heart. Blow the #XboxReveal out of the water 💣,,,,,,,,
RT @BritishGQ: Instant switching between live TV\,,,,,,,,
Is Google trolling Microsoft? #XboxReveal http://t.co/YILIIFsyPp,,,,,,,,
RT @HarleyPlays: They should have called the new Xbox... Wait for it.... NextBox. You're welcome Microsoft. #XboxReveal,,,,,,,,
Animated dog:  http://t.co/sKRO7zKiXm #XboxReveal,,,,,,,,
Kein Exklusivtitel gezeigt. Auch komisch. #xboxreveal,,,,,,,,
Не делайте так\,,,,,,,,
RT @Thief: YES! @THIEF will be coming to Microsoft 's #XboxOne! Steal a glimpse of the next generation- http://t.co/BvGpP30BLR #MasterThief…,,,,,,,,
Bin fern von einem Computer\ up close #xboxone #xboxreveal http://t.co/mduukncUVg,,,,,,,,
La xbox360 a l'air tellement dans le passer apres. le #xboxreveal,,,,,,,,
I'm out... this just sucks. #XboxReveal,,,,,,,,
Sony\,,,,,,,,
@Xbox Hope you've got something up your sleeve because that #XboxReveal was terrible,,,,,,,,
How's the voice recognition going to work with switching between shows\ at least they showed us what the console would look like #XboxReveal,,,,,,,,
"RT @LinusTech: Teaching my son how to count to three. \""0\",,,,,,,,
RT @NegritoBandito: And Sony is sitting there watching the #XboxReveal like http://t.co/Y0zZwCPthJ,,,,,,,,
Wow the new #xboxone is mind blowing\ and my Facebook feed is full of #IPL,,,,,,,,
Very disappointed from the #XboxReveal and i think Xbox Infinity/Infinite would've sounded better imho!!,,,,,,,,
#xboxreveal \ but will it help prevent DDoS attacks? Can't let that go ignored. #XboxReveal #XboxOne,,,,,,,,
RT @XboxMexico: Esto ha sido todo de #XboxReveal. Compartiremos el siguiente capítulo de esta historia y nuestro increíble catálogo de jueg…,,,,,,,,
RT @hypebeast: .@Microsoft Unveils the @Xbox One http://t.co/ZtygthwzVW #XboxReveal #XboxOne http://t.co/8jBIu42DKb I'm getting a P…,,,,,,,,
Looks like im going for PS4. Sorry Microsoft\,,,,,,,,
RT @OXMUK: We've got a massive Xbox One feature on the way very shortly\ @digitalfoundry  #Xboxreveal http://t.co/aeMW0Jj5i8,,,,,,,,
RT @Hasty_Gandalf: All we want is a game that is just like Skyrim but set in Middle-Earth! #XboxOne #XboxReveal,,,,,,,,
RT @HarleyPlays: They should have called the new Xbox... Wait for it.... NextBox. You're welcome Microsoft. #XboxReveal,,,,,,,,
"RT @ultradavid: \""We're not doing the safe thing this time!\"" \""Oh that's great news\ right? #XboxReveal #SonyIsFucked",,,,,,,,
"@tha_rami You win the thread. \""Thread\"" in this case being all of Twitter. We're done with #XboxReveal now. Thanks.",,,,,,,,
I'd also like to say that I was nearly 100% right for my predictions for the xbox. And yes thats a bad thing #xboxreveal,,,,,,,,
#XboxReveal was impressive. Bonny console\ incluso otros contenidos #XboxReveal,,,,,,,,
awesome! should have been doing my business essay though. #xboxreveal,,,,,,,,
Well\,,,,,,,,
"RT @LinusTech: Teaching my son how to count to three. \""0\ pues ya está\",,,,,,,,
Looking at what people have to say about the Xbox One shows a lot of people very disappointed #XboxReveal UNA CAJA DE ZAPATOS #XboxReveal,,,,,,,,
RT @TooRacist: What's black and will steal all of your money?\,,,,,,,,
RT @ernesbarbeq: No ha estado mal del todo\ @MajorNelson hosts an exclusive #XboxOne Architecture Panel at http://t.co/XzTMhiNhFV,,,,,,,,
"RT @Tarreo: \""XBOX ONE es un sistema de entretenimiento\",,,,,,,,
RT @MadCatLaugh: Todos los que os quejabais de Sony\,,,,,,,,
RT @lanerobertlane: shares in sony have shot up since the start of the #xboxreveal http://t.co/s5u8xEbKon,,,,,,,,
RT @Hasty_Gandalf: All we want is a game that is just like Skyrim but set in Middle-Earth! #XboxOne #XboxReveal,,,,,,,,
RT @Sabre_FD: #XboxReveal #XboxOne Ohhh\,,,,,,,,
Pra que amor se você pode ter um Xbox One que faz tudo pra você? #XboxReveal,,,,,,,,
Maybe the new Xbox would make a good coaster for my drink? #XboxReveal TV\ Sports Sports Sports\,,,,,,,,
RT @lanerobertlane: shares in sony have shot up since the start of the #xboxreveal http://t.co/s5u8xEbKon,,,,,,,,
@Striderrrawr only question that needed to be answered. @Microsoft @Xbox \ worth noting the #xboxreveal hasn't hurt Sony's stock as yet http://t.co/dlFunTvXta,,,,,,,,
RT @RealXboxOne: Retweet if you'll be buying the new XBOX ONE! #XboxReveal,,,,,,,,
RT @eurogamer: A close-up of the back of the Xbox One. Have at it\ right? #XboxReveal #SonyIsFucked,,,,,,,,
RT @Clert: It might not be about games but at least it's ugly #xboxreveal,,,,,,,,
RT @JesseCox: LOOK AT THE ARMS!!!! HOLY SHIT... THE ARMS GRAPHICS!!!! I bet the muscles will be super ripped and intense! #brobox #xboxreve…,,,,,,,,
The #xboxreveal has got to be the most horrible presentation I've seen in my whole life. I buy Xbox to play games\,,,,,,,,
@shelton20_jack Watching the #XboxReveal stream,,,,,,,,
http://t.co/p8DjMqsbZh #XboxReveal,,,,,,,,
You can use the new kinect in complete darkness #XboxReveal,,,,,,,,
RT @Hasty_Gandalf: All we want is a game that is just like Skyrim but set in Middle-Earth! #XboxOne #XboxReveal,,,,,,,,
@IGN  #XboxReveal Is anyone else concerned about an always on always internet connect video camera that can even read my heartbeat. Privacy?,,,,,,,,
RT @t3dotcom: Fancy winning a @razer Kraken Pro headset? http://t.co/JG8UPmW235 Follow @t3dotcom and RT to enter #t3razerwin #T3Xboxlaunch …,,,,,,,,
"RT @Tarreo: \""XBOX ONE es un sistema de entretenimiento\ no-one confirmed or disconfirmed the \""always on\"" internet thing? #xboxreveal",,,,,,,,
"RT @JimSterling: Microsoft CEO was apparently worried about not \""overloading\"" people with too many videogames today. HA\ in 5 years\",,,,,,,,
"\""@BlackNerd So was this #XboxOne #XboxReveal part of YouTube Comedy Week?\"" hahaha\ which was unsurprising. Seems like games are in the background for now #xboxreveal",,,,,,,,
#CallOfDuty sempre foda #XboxReveal because that's the message I'm getting so far.,,,,,,,,
RT @dexbonus: cutscenes are not gameplay. CUTSCENES ARE NOT GAMEPLAY. #xboxreveal,,,,,,,,
Pretty amazing stuff!\,,,,,,,,
So that's it? No more video games? I hope you guys like Twines! #XboxReveal,,,,,,,,
"RT @RoberTrs12: Ahora debería hacer @Coulrofobico un vídeo diciendo: \""Salen perros\"" #XboxReveal @MajorNelson hosts an exclusive #XboxOne Architecture Panel at http://t.co/XzTMhiNhFV",,,,,,,,
During the #XboxReveal\ Mais on a vu Ghost. #xboxreveal #xboxone,,,,,,,,
"They want a #XboxHug  \""@Momin680News: Cynical people on twitter judging something before it comes out? Nooo that doesn't exist.\"" #xboxreveal 8go\",,,,,,,,
RT @MikeDrucker: Microsoft created an Xbox so big that gamers won't have space for another console... Evil. Brilliant. Microsoft. #xboxreve…,,,,,,,,
RT @t3dotcom: Want to know what the new #XboxOne is really like close up? We got exclusive access ahead of the launch. http://t.co/UWYDfD2r…,,,,,,,,
RT @HarleyPlays: They should have called the new Xbox... Wait for it.... NextBox. You're welcome Microsoft. #XboxReveal,,,,,,,,
Lmfao RT @JaySensei_: Yep\,,,,,,,,
RT @LemurGimmick: New cod engine looks decent\,,,,,,,,
I am literally smiling ear to ear looking at the #XboxReveal. @Xbox,,,,,,,,
"Auf der Xbox interessiert mich nur die Halo Reihe. #lastTweet #XboxReveal leaving everyone to ponder the same question: \""Why did I watch this? I could have been jackin' it.…",,,,,,,,
"RT @JesseCox: Xbox One has decided to throw it's hat into the \""bro game market\"". Everyone else can piss off. #sodisappointed #xboxreveal",,,,,,,,
The console is different and so is the kinect.Joy is all the same.Feel a bit letdown.Expected something different #XboxReveal,,,,,,,,
RT @Amon_Alex: Il kernel di windows: preparatevi alle schermate blu! #xboxreveal,,,,,,,,
You can use the new kinect in complete darkness #XboxReveal bigger and more ambitious than anything we’ve ever created. #Xbox…,,,,,,,,
RT @the_moviebob: Haven't felt so disconnected from video-game culture since that time in 3rd grade my parents took the NES away for six mo…,,,,,,,,
RT @lanerobertlane: shares in sony have shot up since the start of the #xboxreveal http://t.co/s5u8xEbKon,,,,,,,,
Meh #xboxreveal sache que…,,,,,,,,
So\,,,,,,,,
RT @mipm_: De #xboxreveal aprendí que los perros de Call of Duty ahora serán en alta definición!  http://t.co/FkPDTUTLMd what did you think of Microsoft's #XboxReveal?,,,,,,,,
RT @NormanDesVideos: Si toi aussi tu essayes de regarder le live #XboxReveal mais que ta connexion internet est la pire du monde\ worth noting the #xboxreveal hasn't hurt Sony's stock as yet http://t.co/dlFunTvXta,,,,,,,,
RT @JesseCox: So what have learned? Xbox partnering with EA and the NFL to dominate the college frat market. In other news\,,,,,,,,
RT @Juegos_Es: Fifa 14 #XboxOne #XboxReveal http://t.co/rDwiebff5e,,,,,,,,
RT @MKBHD: The XBox One! #XBoxReveal http://t.co/fkfpnJZioC no catálogo de juegos\ no\, me niego. Yo quiero JUGAR. #XboxReveal,,,,,,,
Great show guys! Bit of an abrupt ending without saying goodbye after the trailer of COD Ghosts I think the Xbox site crashed! #XboxReveal,,,,,,,,
XBox One met Call of Duty: Ghosts en Forza Motorsport 5 is echt kapot epic! Facking goeie graphics! #XBoxReveal #CoDGhosts,,,,,,,,
RT @BHW94: Omg the Xbox looks like a ps3 in my eyes but bring on GHOSTS #xboxreveal,,,,,,,,
SO like. How much is it? Does it allow backwards compatibility? How much internal storage space? Does it have built in wireless? #XboxReveal GUYS! While we were all watching the #Xboxreveal\,,,,,,,,
Soo yeah. Xbox One. Watch television and play sports! What about games? You mean\,,,,,,,,
正直本体のVHSデッキみたいなオタ臭さは大好き #xboxreveal,,,,,,,,
RT @HarleyPlays: They should have called the new Xbox... Wait for it.... NextBox. You're welcome Microsoft. #XboxReveal we just get rid of hairs completely! http://t.co/FZGd2n8iF9 #xboxreveal,,,,,,,,
RT @Hasty_Gandalf: All we want is a game that is just like Skyrim but set in Middle-Earth! #XboxOne #XboxReveal,,,,,,,,
Y se termino @XboxArg #XboxOne #Xbox. #XboxReveal #RevoluciónXbox http://t.co/9wBUKUw0SU,,,,,,,,
The #XboxReveal gave me tears of joy. fuck off. #xboxreveal,,,,,,,,
#xboxreveal el pichichus es la estrella del call of duty ghost,,,,,,,,
バツイチって略称はあれだがx1って打ちやすいしこれはこれで #XboxReveal,,,,,,,,
I still really enjoy my 360 and have a huge backlog… so yea… #XboxReveal I'm not watching the #XboxReveal.,,,,,,,,
I don't know what to do now that the #xboxreveal is over. That was all that I planned to do this night.,,,,,,,,
@iJevin How did you like the new #XboxReveal \,,,,,,,,
"RT @gamespot: Microsoft confirms Xbox One will *not* require constant Internet connection: \""Gamers can calm down; we've got you covered.\"" #… then that’s disappointing. #XBOXREVEAL",,,,,,,,
RT @SkinzTFW: @BlawnDee on the #xboxreveal!,,,,,,,,
"RT @MKBHD: Fun fact: We heard the word \""Microsoft\"" just twice during that #XBoxReveal keynote. That's probably a good thing.",,,,,,,,
Anyone hear what's happening with Xbox Live subscriptions? Cost or not?\,,,,,,,,
"RT @gamespot: Microsoft confirms Xbox One will *not* require constant Internet connection: \""Gamers can calm down; we've got you covered.\"" #…",,,,,,,,
RT @HarleyPlays: They should have called the new Xbox... Wait for it.... NextBox. You're welcome Microsoft. #XboxReveal,,,,,,,,
PS4: indies\,,,,,,,,
I'm not impressed. #XboxReveal television\ is Peter concerned that processing power might be 'compromised'? #xboxreveal,,,,,,,,
"\""@gameone: Xbox One en image #xboxreveal http://t.co/NpkgCU31J4\""",,,,,,,,
RT @ATUSIBOX: 日本のトレンド 　\,,,,,,,,
RT @RicepirateMick: CoD Ghosts ... and dogs ... and fish. #XBoxReveal,,,,,,,,
"Holy shit. The new COD Ghosts is going to be amazing! #XBoxReveal what did you think of Microsoft's #XboxReveal?\"" - gay as fuck",,,,,,,,
RT @therealcliffyb: Live action Halo TV series done with Spielberg. Take a shot when you hear the word Transmedia! Exciting. #XboxReveal #X…,,,,,,,,
#XboxReveal #XboxOne http://t.co/9OY86hpWXL,,,,,,,,
RT @Xbox: And that's a wrap for #XboxReveal. We'll be sharing the next chapter of this story and our incredible lineup of blockbuster games…,,,,,,,,
New Xbox looks sick (y) #XboxOne #XboxReveal men sa alt for lite om spillene. #xbo…,,,,,,,,
Chances are that Tattoo'd fella with the five kids from #Skint will have a next gen console before me... and a bigger telly! #XboxReveal,,,,,,,,
RT @CBDAkira: RT @kazamatsuri: Sony stock up since #xboxreveal http://t.co/aTpSkRXz5v || HAHAHAHAHAHA is that for real? XD,,,,,,,,
RT @Hasty_Gandalf: All we want is a game that is just like Skyrim but set in Middle-Earth! #XboxOne #XboxReveal,,,,,,,,
"RT @gamespot: Microsoft confirms Xbox One will *not* require constant Internet connection: \""Gamers can calm down; we've got you covered.\"" #…",,,,,,,,
RT @t3dotcom: Fancy winning a @razer Kraken Pro headset? http://t.co/JG8UPmW235 Follow @t3dotcom and RT to enter #t3razerwin #T3Xboxlaunch …,,,,,,,,
RT @jonnymartyr: Xbox One seems like a neat set-top box that happens to play crap games. Bit like a 90s Sky box.  #XboxReveal what did you think of Microsoft's #XboxReveal?,,,,,,,,
Call Of Duty Ghost has dogs. Well... Medal of Honor had Dancing Dogs! #XboxReveal http://t.co/9Z1iOVC5JB,,,,,,,,
I mean really\,,,,,,,,
"RT @gamespot: Microsoft confirms Xbox One will *not* require constant Internet connection: \""Gamers can calm down; we've got you covered.\"" #… eh? Great minds think alike! #XboxReveal #HTCOne",,,,,,,,
